date,mkt_cap
14/7/10,191361.549
14/7/11,191808.0593
14/7/14,192892.4414
14/7/15,193976.8235
14/7/16,197485.1186
14/7/17,194869.8441
14/7/18,196018.0134
14/7/21,193594.1004
14/7/22,194487.121
14/7/23,193849.2491
14/7/24,193530.3132
14/7/25,192573.5055
14/7/28,191999.4208
14/7/29,189639.2951
14/7/30,186641.2975
14/7/31,183069.2152
14/8/1,184089.8101
14/8/4,182299.8141
14/8/5,180143.9207
14/8/6,179319.6085
14/8/7,177797.8013
14/8/8,179700.0603
14/8/11,179129.3826
14/8/12,178051.4358
14/8/13,178875.7481
14/8/14,182172.9969
14/8/15,181602.3192
14/8/18,182870.4918
14/8/19,183504.5781
14/8/20,183187.535
14/8/21,182743.6745
14/8/22,183377.7609
14/8/25,183314.3522
14/8/26,185216.6112
14/8/27,186992.0528
14/8/28,186294.5579
14/8/29,186357.9665
14/9/2,185533.6543
14/9/3,186421.3751
14/9/4,186231.1492
14/9/5,188006.5909
14/9/8,186421.3751
14/9/9,185343.4284
14/9/10,186675.0097
14/9/11,187879.7737
14/9/12,186611.601
14/9/15,189718.624
14/9/16,190542.9362
14/9/17,192445.1951
14/9/18,193903.5936
14/9/19,192762.2382
14/9/22,191367.2484
14/9/23,190542.9362
14/9/24,192191.5606
14/9/25,190099.0757
14/9/26,188450.4513
14/9/29,188767.4945
14/9/30,187499.3219
14/10/1,184836.1594
14/10/2,184265.4817
14/10/3,185280.0198
14/10/6,184962.9766
14/10/7,182553.4486
14/10/8,186294.5579
14/10/9,183821.6213
14/10/10,184709.3421
14/10/13,180524.3725
14/10/14,180460.9638
14/10/15,178748.9308
14/10/16,175641.9079
14/10/17,176466.2201
14/10/20,177100.3064
14/10/21,179319.6085
14/10/22,179446.4257
14/10/23,181348.6847
14/10/24,184582.5248
14/10/27,184075.2558
14/10/28,184455.7076
14/10/29,186992.0528
14/10/30,189211.3549
14/10/31,189908.8498
14/11/3,190216.8409
14/11/4,190783.9
14/11/5,189271.7423
14/11/6,189271.7423
14/11/7,188515.6634
14/11/10,190279.8474
14/11/11,191035.9263
14/11/12,191665.992
14/11/13,191665.992
14/11/14,191161.9394
14/11/17,191035.9263
14/11/18,192737.1037
14/11/19,191792.0052
14/11/20,191792.0052
14/11/21,191855.0117
14/11/24,190405.8606
14/11/25,191981.0249
14/11/26,195950.4389
14/11/28,196265.4718
14/12/1,196958.5441
14/12/2,198911.7478
14/12/3,200045.8661
14/12/4,199541.8135
14/12/5,201558.0238
14/12/8,201432.0107
14/12/9,201305.9975
14/12/10,200738.9384
14/12/11,199415.8004
14/12/12,195005.3403
14/12/15,194438.2812
14/12/16,193241.1563
14/12/17,196076.4521
14/12/18,201432.0107
14/12/19,201242.991
14/12/22,202188.0895
14/12/23,198155.6689
14/12/24,197966.6492
14/12/26,199415.8004
14/12/29,197777.6295
14/12/30,197714.6229
14/12/31,195964.65
15/1/2,197097.03
15/1/5,196027.56
15/1/6,197663.22
15/1/7,200368.35
15/1/8,204457.5
15/1/9,205401.15
15/1/12,206156.07
15/1/13,204080.04
15/1/14,204331.68
15/1/15,203828.4
15/1/16,206344.8
15/1/20,208232.1
15/1/21,205338.24
15/1/22,206407.71
15/1/23,204142.95
15/1/26,206344.8
15/1/27,205086.6
15/1/28,200997.45
15/1/29,200242.53
15/1/30,196593.75
15/2/2,199110.15
15/2/3,201437.82
15/2/4,201752.37
15/2/5,207540.09
15/2/6,208672.47
15/2/9,208043.37
15/2/10,214837.65
15/2/11,215466.75
15/2/12,219367.17
15/2/13,217920.24
15/2/17,217542.78
15/2/18,216913.68
15/2/19,216473.31
15/2/20,211813.2426
15/2/23,210771.3372
15/2/24,210464.8944
15/2/25,212823.9626
15/2/26,212394.1392
15/2/27,210736.2492
15/3/2,213499.3993
15/3/3,212209.9292
15/3/4,212701.1559
15/3/5,211657.2992
15/3/6,208587.1324
15/3/9,208955.5524
15/3/10,207420.469
15/3/11,206499.419
15/3/12,208771.3424
15/3/13,208771.3424
15/3/16,211473.0892
15/3/17,209815.1991
15/3/18,211104.6692
15/3/19,209692.3924
15/3/20,210306.4258
15/3/23,215218.6927
15/3/24,211964.3159
15/3/25,210613.4425
15/3/26,209753.7958
15/3/27,212025.7192
15/3/30,214911.676
15/3/31,213622.2059
15/4/1,210797.6525
15/4/2,211104.6692
15/4/6,211718.7025
15/4/7,212087.1225
15/4/8,212701.1559
15/4/9,215095.886
15/4/10,217613.4228
15/4/13,215464.306
15/4/14,215095.886
15/4/15,216201.1461
15/4/16,216078.3394
15/4/17,215157.2893
15/4/20,214973.0793
15/4/21,214236.2393
15/4/22,214481.8526
15/4/23,217122.1961
15/4/24,216569.5661
15/4/27,212394.1392
15/4/28,211718.7025
15/4/29,210552.0391
15/4/30,208341.519
15/5/1,209262.5691
15/5/4,211331.231
15/5/5,210099.697
15/5/6,206035.6349
15/5/7,206774.5552
15/5/8,209483.93
15/5/11,209114.4698
15/5/12,208006.0892
15/5/13,206466.6717
15/5/14,208991.3164
15/5/15,209299.1999
15/5/18,209237.6232
15/5/19,210653.8873
15/5/20,211208.0776
15/5/21,211577.5378
15/5/22,211084.9242
15/5/26,210038.1203
15/5/27,211208.0776
15/5/28,212070.1514
15/5/29,213979.029
15/6/1,212809.0717
15/6/2,212378.0349
15/6/3,211885.4213
15/6/4,210838.6174
15/6/5,209914.9669
15/6/8,209237.6232
15/6/9,209422.3533
15/6/10,211269.6543
15/6/11,212193.3048
15/6/12,210653.8873
15/6/15,209607.0834
15/6/16,209607.0834
15/6/17,209237.6232
15/6/18,211639.1145
15/6/19,210469.1572
15/6/22,211269.6543
15/6/23,212439.6116
15/6/24,210777.0407
15/6/25,209483.93
15/6/26,208868.163
15/6/29,206836.1319
15/6/30,206466.6717
15/7/1,207451.8989
15/7/2,205481.4446
15/7/6,204742.5242
15/7/7,207698.2057
15/7/8,205974.0582
15/7/9,208498.7028
15/7/10,211577.5378
15/7/13,214410.0659
15/7/14,216011.0601
15/7/15,215395.2931
15/7/16,216134.2135
15/7/17,215949.4834
15/7/20,216996.2873
15/7/21,216380.5203
15/7/22,214779.5261
15/7/23,214163.7591
15/7/24,210961.7708
15/7/27,211454.3844
15/7/28,217673.631
15/7/29,220198.2756
15/7/30,220013.5455
15/7/31,222045.5766
15/8/3,222949.623
15/8/4,222702.9291
15/8/5,220914.3982
15/8/6,216905.6221
15/8/7,217028.9691
15/8/10,218077.4182
15/8/11,216597.2547
15/8/12,218139.0917
15/8/13,218077.4182
15/8/14,217830.7243
15/8/17,218940.8469
15/8/18,219064.1939
15/8/19,217522.3569
15/8/20,213081.8665
15/8/21,206852.8452
15/8/24,198156.8848
15/8/25,193284.6801
15/8/26,200007.0892
15/8/27,205125.9878
15/8/28,201425.5791
15/8/31,198711.9461
15/9/1,193408.027
15/9/2,197170.1092
15/9/3,196676.7213
15/9/4,193469.7005
15/9/8,200623.8239
15/9/9,197108.4357
15/9/10,201178.8852
15/9/11,203337.457
15/9/14,201733.9465
15/9/15,204570.9265
15/9/16,204632.6
15/9/17,206482.8043
15/9/18,202597.3752
15/9/21,199945.4157
15/9/22,198958.64
15/9/23,201178.8852
15/9/24,201672.2731
15/9/25,196676.7213
15/9/28,190077.6592
15/9/29,191311.1288
15/9/30,193716.3944
15/10/1,196368.354
15/10/2,204015.8652
15/10/5,206482.8043
15/10/6,202227.3344
15/10/7,205311.0083
15/10/8,204077.5387
15/10/9,205002.6409
15/10/12,204879.2939
15/10/13,203399.1304
15/10/14,203769.1713
15/10/15,210183.213
15/10/16,212218.4378
15/10/19,212773.4991
15/10/20,209689.8252
15/10/21,206359.4574
15/10/22,205557.7022
15/10/23,209998.1926
15/10/26,210676.6008
15/10/27,215795.4995
15/10/28,218632.4795
15/10/29,214438.683
15/10/30,208579.7026
15/11/2,216425.4501
15/11/3,215869.8799
15/11/4,210746.2883
15/11/5,210808.0183
15/11/6,209449.9579
15/11/9,207721.5173
15/11/10,208585.7376
15/11/11,208277.0875
15/11/12,206116.5368
15/11/13,205375.7765
15/11/16,204696.7463
15/11/17,202906.5757
15/11/18,205622.6966
15/11/19,199326.2346
15/11/20,198647.2044
15/11/23,193400.1527
15/11/24,197350.8739
15/11/25,202906.5757
15/11/27,202412.7356
15/11/30,202289.2755
15/12/1,207536.3272
15/12/2,203091.7658
15/12/3,199943.5348
15/12/4,202474.4656
15/12/7,201610.2453
15/12/8,200807.7551
15/12/9,199326.2346
15/12/10,199758.3447
15/12/11,197906.4441
15/12/14,198647.2044
15/12/15,199141.0445
15/12/16,201116.4052
15/12/17,199573.1547
15/12/18,197474.334
15/12/21,200375.6449
15/12/22,200746.025
15/12/23,200992.9451
15/12/24,201363.3252
15/12/28,200128.7248
15/12/29,202659.6557
15/12/30,202165.8155
15/12/31,199329
16/1/4,197291.25
16/1/5,198711.5
16/1/6,195191.75
16/1/7,193895
16/1/8,191425
16/1/11,191857.25
16/1/12,191425
16/1/13,187534.75
16/1/14,192104.25
16/1/15,190251.75
16/1/19,189510.75
16/1/20,189325.5
16/1/21,188831.5
16/1/22,189634.25
16/1/25,188337.5
16/1/26,189387.25
16/1/27,188461
16/1/28,186485
16/1/29,188275.75
16/2/1,186299.75
16/2/2,186114.5
16/2/3,183212.25
16/2/4,179075
16/2/5,179260.25
16/2/8,176358
16/2/9,179692.5
16/2/10,182100.75
16/2/11,179877.75
16/2/12,181298
16/2/16,184076.75
16/2/17,182965.25
16/2/18,182471.25
16/2/19,182100.75
16/2/22,185558.75
16/2/23,185003
16/2/24,185373.5
16/2/25,189172.8426
16/2/26,186946.5522
16/2/29,183483.4338
16/3/1,186004.0361
16/3/2,185632.5234
16/3/3,185075.2543
16/3/4,183960.7162
16/3/7,184456.0665
16/3/8,181793.5586
16/3/9,184146.4725
16/3/10,183217.6907
16/3/11,188852.3004
16/3/14,186375.5489
16/3/15,182908.0968
16/3/16,179812.1574
16/3/17,181669.7211
16/3/18,182350.8277
16/3/21,186189.7925
16/3/22,188109.2749
16/3/23,186932.818
16/3/24,186251.7113
16/3/28,184394.1477
16/3/29,186065.9549
16/3/30,186189.7925
16/3/31,183527.2847
16/4/1,186004.0361
16/4/4,190214.5137
16/4/5,194177.316
16/4/6,203898.5656
16/4/7,202845.9462
16/4/8,201236.0578
16/4/11,197459.0117
16/4/12,197892.4433
16/4/13,201483.7329
16/4/14,202164.8396
16/4/15,201236.0578
16/4/18,201917.1644
16/4/19,203650.8904
16/4/20,205756.1292
16/4/21,205818.048
16/4/22,206003.8043
16/4/25,205632.2916
16/4/26,204641.591
16/4/27,204331.9971
16/4/28,203774.728
16/4/29,202536.3523
16/5/2,203093.6214
16/5/3,208666.3122
16/5/4,206808.7486
16/5/5,207861.368
16/5/6,207923.2867
16/5/9,205113.2067
16/5/10,204991.9097
16/5/11,201110.4061
16/5/12,201292.3516
16/5/13,201292.3516
16/5/16,202444.673
16/5/17,200321.9757
16/5/18,201171.0546
16/5/19,202444.673
16/5/20,204628.0188
16/5/23,204203.4793
16/5/24,206811.3645
16/5/25,208327.5769
16/5/26,208812.7648
16/5/27,209904.4377
16/5/31,210450.2742
16/6/1,210753.5166
16/6/2,211481.2986
16/6/3,210389.6257
16/6/6,211845.1895
16/6/7,211299.3531
16/6/8,213785.9414
16/6/9,214149.8323
16/6/10,214028.5353
16/6/13,210692.8682
16/6/14,212209.0805
16/6/15,210996.1106
16/6/16,210753.5166
16/6/17,207539.1465
16/6/20,209237.3043
16/6/21,210753.5166
16/6/22,209055.3588
16/6/23,209783.1407
16/6/24,206022.9341
16/6/27,204991.9097
16/6/28,208873.4133
16/6/29,212330.3775
16/6/30,213543.3474
16/7/1,215726.6932
16/7/5,217182.257
16/7/6,217485.4995
16/7/7,216939.663
16/7/8,219062.3603
16/7/11,219244.3058
16/7/12,219790.1423
16/7/13,220214.6817
16/7/14,223914.2398
16/7/15,223004.5124
16/7/18,222216.082
16/7/19,222216.082
16/7/20,222458.676
16/7/21,222640.6215
16/7/22,222822.567
16/7/25,223065.1609
16/7/26,223368.4034
16/7/27,223489.7004
16/7/28,222398.0275
16/7/29,223732.2944
16/8/1,226279.5311
16/8/2,220699.8697
16/8/3,214028.5353
16/8/4,213179.4564
16/8/5,214938.2627
16/8/8,211873.2383
16/8/9,212783.0862
16/8/10,213086.3688
16/8/11,213207.6819
16/8/12,212176.521
16/8/15,212965.0558
16/8/16,211024.047
16/8/17,213147.0253
16/8/18,213450.308
16/8/19,212176.521
16/8/22,211327.3296
16/8/23,212843.7427
16/8/24,211206.0166
16/8/25,210902.7339
16/8/26,211206.0166
16/8/29,212965.0558
16/8/30,211569.9557
16/8/31,211084.7035
16/9/1,210356.8252
16/9/2,210902.7339
16/9/6,210902.7339
16/9/7,211327.3296
16/9/8,210599.4513
16/9/9,206838.7468
16/9/12,210174.8557
16/9/13,206474.8077
16/9/14,205868.2425
16/9/15,207081.3729
16/9/16,205868.2425
16/9/19,204109.2033
16/9/20,205079.7076
16/9/21,207930.5643
16/9/22,207142.0295
16/9/23,207809.2512
16/9/26,204048.5467
16/9/27,205201.0207
16/9/28,206171.5251
16/9/29,202107.538
16/9/30,205443.6468
16/10/3,204291.1728
16/10/4,204533.7989
16/10/5,205625.6164
16/10/6,204109.2033
16/10/7,203563.2945
16/10/10,203866.5772
16/10/11,200955.064
16/10/12,200591.1249
16/10/13,198710.7726
16/10/14,198104.2074
16/10/17,197133.703
16/10/18,198286.177
16/10/19,197740.2682
16/10/20,197376.3291
16/10/21,195192.6942
16/10/24,194889.4116
16/10/25,195799.2595
16/10/26,196527.1378
16/10/27,197012.39
16/10/28,193676.2811
16/10/31,192341.8376
16/11/1,188459.8201
16/11/2,185790.933
16/11/3,181302.3502
16/11/4,181969.572
16/11/7,184356.6279
16/11/8,182050.653
16/11/9,194915.5658
16/11/10,203229.2123
16/11/11,197767.6927
16/11/14,196493.3381
16/11/15,195583.0849
16/11/16,193944.629
16/11/17,192548.9073
16/11/18,191031.8185
16/11/21,191577.9705
16/11/22,190121.5653
16/11/23,190667.7172
16/11/25,192306.1731
16/11/28,191395.9199
16/11/29,193701.8948
16/11/30,195036.9329
16/12/1,190910.4514
16/12/2,191942.0718
16/12/5,191699.3376
16/12/6,191517.287
16/12/7,189271.9956
16/12/8,187754.9068
16/12/9,192366.8567
16/12/12,196614.7052
16/12/13,199224.0979
16/12/14,199163.4144
16/12/15,198738.6295
16/12/16,199284.7815
16/12/19,199224.0979
16/12/20,199345.465
16/12/21,196614.7052
16/12/22,196250.6039
16/12/23,197100.1736
16/12/27,197403.5914
16/12/28,196311.2875
16/12/29,197160.8572
16/12/30,197100.1736
17/1/3,200310
17/1/4,202070.3
17/1/5,204012.7
17/1/6,203223.6
17/1/9,203162.9
17/1/10,202980.8
17/1/11,199278.1
17/1/12,197882
17/1/13,197396.4
17/1/17,194604.2
17/1/18,194422.1
17/1/19,192419
17/1/20,192843.9
17/1/23,190962.2
17/1/24,189080.5
17/1/25,189930.3
17/1/26,189869.6
17/1/27,190719.4
17/1/30,190051.7
17/1/31,192601.1
17/2/1,192236.9
17/2/2,192601.1
17/2/3,194786.3
17/2/6,195636.1
17/2/7,194725.6
17/2/8,195089.8
17/2/9,196546.6
17/2/10,196364.5
17/2/13,197942.7
17/2/14,198792.5
17/2/15,203405.7
17/2/16,204073.4
17/2/17,204073.4
17/2/21,200101.9434
17/2/22,199923.3872
17/2/23,202720.7671
17/2/24,203911.1416
17/2/27,204030.179
17/2/28,203188.8923
17/3/1,204975.43
17/3/2,205511.3914
17/3/3,205570.9426
17/3/6,204558.5712
17/3/7,202414.7259
17/3/8,201938.3159
17/3/9,202772.0335
17/3/10,203129.341
17/3/13,203129.341
17/3/14,203784.4049
17/3/15,206226.0065
17/3/16,205034.9813
17/3/17,204379.9175
17/3/20,204737.225
17/3/21,203963.0586
17/3/22,205273.1863
17/3/23,204201.2637
17/3/24,202474.2772
17/3/27,203546.1998
17/3/28,203427.0973
17/3/29,204439.4687
17/3/30,204558.5712
17/3/31,203724.8536
17/4/3,203903.5074
17/4/4,204499.02
17/4/5,203605.7511
17/4/6,203129.341
17/4/7,203069.7898
17/4/10,202712.4822
17/4/11,202057.4184
17/4/12,201997.8671
17/4/13,201759.6621
17/4/17,202474.2772
17/4/18,201521.4571
17/4/19,200151.7781
17/4/20,200925.9445
17/4/21,200330.4319
17/4/24,200925.9445
17/4/25,201045.047
17/4/26,201581.0083
17/4/27,201640.5596
17/4/28,201997.8671
17/5/1,201164.1495
17/5/2,200151.7781
17/5/3,199318.0605
17/5/4,199198.958
17/5/5,199377.6118
17/5/8,199624.3985
17/5/9,199206.6494
17/5/10,197117.9038
17/5/11,197177.5823
17/5/12,196998.5469
17/5/15,197655.0098
17/5/16,194551.7307
17/5/17,192343.6282
17/5/18,192283.9498
17/5/19,193716.2325
17/5/22,191687.1653
17/5/23,191806.5222
17/5/24,191269.4162
17/5/25,191925.8791
17/5/26,191806.5222
17/5/30,191746.8438
17/5/31,194850.1229
17/6/1,195208.1936
17/6/2,194193.66
17/6/5,193059.7696
17/6/6,191388.7731
17/6/7,190971.024
17/6/8,189479.0629
17/6/9,195566.2643
17/6/12,195446.9074
