date,mkt_cap
11/9/23,30650
11/9/26,31390
11/9/27,30940
11/9/28,30000
11/9/29,30480
11/9/30,30690
11/10/3,30850
11/10/4,29880
11/10/5,30720
11/10/6,31230
11/10/7,30760
11/10/10,31820
11/10/11,31420
11/10/12,31240
11/10/13,31080
11/10/14,32600
11/10/17,32280
11/10/18,31940
11/10/19,30390
11/10/20,30090
11/10/21,30580
11/10/24,31160
11/10/25,31660
11/10/26,32120
11/10/27,32250
11/10/28,33440
11/10/31,32630
11/11/1,32040
11/11/2,32520
11/11/3,33850
11/11/4,33870
11/11/7,35210
11/11/8,34960
11/11/9,33820
11/11/10,33600
11/11/11,34410
11/11/14,33920
11/11/15,34000
11/11/16,33190
11/11/17,32340
11/11/18,31960
11/11/21,31880
11/11/22,32120
11/11/23,31350
11/11/25,31130
11/11/28,31850
11/11/29,31880
11/11/30,33630
11/12/1,33590
11/12/2,32730
11/12/5,32390
11/12/6,32780
11/12/7,33060
11/12/8,32250
11/12/9,32680
11/12/12,31870
11/12/13,30830
11/12/14,30080
11/12/15,30150
11/12/16,30360
11/12/19,29810
11/12/20,30570
11/12/21,30700
11/12/22,29790
11/12/23,30210
11/12/27,29960
11/12/28,29010
11/12/29,29470
11/12/30,29300
12/1/3,30710
12/1/4,30620
12/1/5,30720
12/1/6,30660
12/1/9,30420
12/1/10,30990
12/1/11,31340
12/1/12,31680
12/1/13,31360
12/1/17,30150
12/1/18,29860
12/1/19,29490
12/1/20,29320
12/1/23,29320
12/1/24,28440
12/1/25,29810
12/1/26,29910
12/1/27,30430
12/1/30,30290
12/1/31,30420
12/2/1,30240
12/2/2,30820
12/2/3,30180
12/2/6,30120
12/2/7,30110
12/2/8,30030
12/2/9,30000
12/2/10,29500
12/2/13,29390
12/2/14,29080
12/2/15,29210
12/2/16,29620
12/2/17,29140
12/2/21,30160
12/2/22,30770
12/2/23,31270
12/2/24,30640
12/2/27,30160
12/2/28,30390
12/2/29,29130
12/3/1,29250
12/3/2,28900
12/3/5,28380
12/3/6,28020
12/3/7,27780
12/3/8,27920
12/3/9,27880
12/3/12,27330
12/3/13,26890
12/3/14,26620
12/3/15,26390
12/3/16,26350
12/3/19,26240
12/3/20,26310
12/3/21,26060
12/3/22,25690
12/3/23,26140
12/3/26,26200
12/3/27,25730
12/3/28,25240
12/3/29,25170
12/3/30,25130
12/4/2,25540
12/4/3,24680
12/4/4,23790
12/4/5,23400
12/4/9,23530
12/4/10,24000
12/4/11,23530
12/4/12,24290
12/4/13,23860
12/4/16,23610
12/4/17,23690
12/4/18,23500
12/4/19,23460
12/4/20,23180
12/4/23,22720
12/4/24,22750
12/4/25,23290
12/4/26,23420
12/4/27,23480
12/4/30,23380
12/5/1,23570
12/5/2,23110
12/5/3,22370
12/5/4,22650
12/5/7,22640
12/5/8,21960
12/5/9,22830
12/5/10,22670
12/5/11,22250
12/5/14,21920
12/5/15,21290
12/5/16,21350
12/5/17,22210
12/5/18,22360
12/5/21,23240
12/5/22,23150
12/5/23,23150
12/5/24,23860
12/5/25,23950
12/5/29,23640
12/5/30,23470
12/5/31,23140
12/6/1,24680
12/6/4,25290
12/6/5,25190
12/6/6,25370
12/6/7,24870
12/6/8,24670
12/6/11,24276.3427
12/6/12,24786.5973
12/6/13,24884.7232
12/6/14,24870.0043
12/6/15,24668.8462
12/6/18,24948.505
12/6/19,24874.9106
12/6/20,24708.0966
12/6/21,23452.0853
12/6/22,23530.586
12/6/25,23937.8084
12/6/26,23518.3208
12/6/27,23623.8056
12/6/28,23118.4573
12/6/29,23800.4322
12/7/2,23790.6196
12/7/3,24399.0001
12/7/5,24060.4658
12/7/6,23506.0546
12/7/9,23412.835
12/7/10,22775.0167
12/7/11,22559.1398
12/7/12,22304.0125
12/7/13,22647.4531
12/7/16,22323.6377
12/7/17,22112.6671
12/7/18,21939.1357
12/7/19,22179.8472
12/7/20,22179.8472
12/7/23,21860.536
12/7/24,21777.0238
12/7/25,22499.1584
12/7/26,22641.6203
12/7/27,21872.8182
12/7/30,22233.8845
12/7/31,21845.7986
12/8/1,21816.3237
12/8/2,21428.2378
12/8/3,21944.0482
12/8/6,22656.3578
12/8/7,22906.8942
12/8/8,23049.3562
12/8/9,23186.9056
12/8/10,23324.455
12/8/13,23049.3562
12/8/14,22764.4323
12/8/15,22906.8942
12/8/16,23378.4923
12/8/17,23167.2557
12/8/20,23545.5166
12/8/21,23702.716
12/8/22,24218.5264
12/8/23,24090.8019
12/8/24,24184.139
12/8/27,24090.8019
12/8/28,23992.5523
12/8/29,23810.7906
12/8/30,23850.0904
12/8/31,24896.4486
12/9/4,24302.0386
12/9/5,24375.7258
12/9/6,25004.5232
12/9/7,25392.6091
12/9/10,25230.4973
12/9/11,25544.896
12/9/12,25819.9949
12/9/13,27239.7016
12/9/14,28099.3856
12/9/17,27981.4861
12/9/18,27888.149
12/9/19,27927.4488
12/9/20,27814.4618
12/9/21,27662.1749
12/9/24,27146.3645
12/9/25,27050.5711
12/9/26,27146.3645
12/9/27,27775.1619
12/9/28,27517.2567
12/10/1,27362.5136
12/10/2,27347.7762
12/10/3,27249.5266
12/10/4,27627.7875
12/10/5,27436.2008
12/10/8,27391.9885
12/10/9,26773.016
12/10/10,26944.9528
12/10/11,27190.5768
12/10/12,26989.1651
12/10/15,26822.1408
12/10/16,27450.9382
12/10/17,27539.3629
12/10/18,27003.9026
12/10/19,26969.5152
12/10/22,27259.3515
12/10/23,26443.8798
12/10/24,25829.8198
12/10/25,26326.6735
12/10/26,26203.7895
12/10/31,26828.0403
12/11/1,26159.5512
12/11/2,23957.4695
12/11/5,23785.4319
12/11/6,23839.5008
12/11/7,23957.4695
12/11/8,23991.1894
12/11/9,23628.1403
12/11/12,23451.1873
12/11/13,23195.5886
12/11/14,22508.3233
12/11/15,22379.6386
12/11/16,22669.6449
12/11/19,22998.9741
12/11/20,22915.413
12/11/21,23141.5196
