date,mkt_cap
14/8/26,58435.848
14/8/27,58533.504
14/8/28,58450.872
14/8/29,58450.872
14/9/2,58202.976
14/9/3,57684.648
14/9/4,57962.592
14/9/5,58556.04
14/9/8,58345.704
14/9/9,57932.544
14/9/10,58000.152
14/9/11,57181.344
14/9/12,56693.064
14/9/15,56279.904
14/9/16,56407.608
14/9/17,56595.408
14/9/18,56888.376
14/9/19,57143.784
14/9/22,56039.52
14/9/23,55554.996
14/9/24,56580.384
14/9/25,55678.944
14/9/26,56467.704
14/9/29,56414.865
14/9/30,56557.27
14/10/1,55920.195
14/10/2,55800.275
14/10/3,56879.555
14/10/6,56321.1775
14/10/7,55500.475
14/10/8,56407.37
14/10/9,55822.76
14/10/10,55807.77
14/10/13,54106.405
14/10/14,54518.63
14/10/15,54248.81
14/10/16,54443.68
14/10/17,55118.23
14/10/20,55987.65
14/10/21,55732.82
14/10/22,55912.7
14/10/23,56092.58
14/10/24,56819.595
14/10/27,56939.515
14/10/28,57748.975
14/10/29,57366.73
14/10/30,57951.34
14/10/31,56632.22
14/11/3,57036.95
14/11/4,57494.145
14/11/5,57456.67
14/11/6,58048.775
14/11/7,58210.257
14/11/10,58105.495
14/11/11,58165.359
14/11/12,58255.155
14/11/13,58285.087
14/11/14,58457.196
14/11/17,58240.189
14/11/18,58045.631
14/11/19,58232.706
14/11/20,58517.06
14/11/21,59684.408
14/11/24,60253.116
14/11/25,60021.143
14/11/26,59639.51
14/11/28,60769.443
14/12/1,60500.055
14/12/2,60140.871
14/12/3,60346.3762
14/12/4,60976.3123
14/12/5,62671.1403
14/12/8,62843.6228
14/12/9,62266.1814
14/12/10,61988.7096
14/12/11,62333.6746
14/12/12,62431.1647
14/12/15,60661.3443
14/12/16,59341.4782
14/12/17,60320.1289
14/12/18,60016.4097
14/12/19,59573.9546
14/12/22,60398.8709
14/12/23,61066.3032
14/12/24,60946.3154
14/12/26,61366.2727
14/12/29,61817.952
14/12/30,61375.216
14/12/31,61570.32
15/1/2,61112.576
15/1/5,59941.952
15/1/6,59454.192
15/1/7,60917.472
15/1/8,61875.4933
15/1/9,59850.2317
15/1/12,60180.2743
15/1/13,60660.3363
15/1/14,60322.7927
15/1/15,59692.7113
15/1/16,60465.3111
15/1/20,60926.6207
15/1/21,60951.242
15/1/22,62038.452
15/1/23,66147.356
15/1/26,66072.376
15/1/27,66237.332
15/1/28,65656.237
15/1/29,66769.69
15/1/30,65629.994
15/2/2,65974.902
15/2/3,66349.802
15/2/4,66507.26
15/2/5,67212.072
15/2/6,66732.2
15/2/9,66597.236
15/2/10,68366.764
15/2/11,68074.342
15/2/12,68850.385
15/2/13,68666.684
15/2/17,69004.094
15/2/18,69731.4
15/2/19,69858.866
15/2/20,70113.798
15/2/23,70166.284
15/2/24,70068.81
15/2/25,70676.148
15/2/26,70893.59
15/2/27,70095.053
15/3/2,70649.905
15/3/3,70481.2
15/3/4,69776.388
15/3/5,70203.774
15/3/6,69142.807
15/3/9,69761.392
15/3/10,69116.564
15/3/11,68546.716
15/3/12,70016.324
15/3/13,69948.842
15/3/16,70514.941
15/3/17,70769.873
15/3/18,71860.832
15/3/19,73300.448
15/3/20,73075.508
15/3/23,73008.026
15/3/24,73416.667
15/3/25,71808.346
15/3/26,71290.984
15/3/27,71283.486
15/3/30,72032.99
15/3/31,71072.35
15/4/1,69811.51
15/4/2,70839.695
15/4/6,70937.26
15/4/7,70599.535
15/4/8,71470.115
15/4/9,71987.96
15/4/10,72303.17
15/4/13,72798.5
15/4/14,72498.3
15/4/15,72258.14
15/4/16,72415.745
15/4/17,71477.62
15/4/20,72002.97
15/4/21,72603.37
15/4/22,72526.6675
15/4/23,74169.715
15/4/24,77785.92
15/4/27,76330.435
15/4/28,75940.305
15/4/29,76000.325
15/4/30,74394.79
15/5/1,75460.145
15/5/4,75692.7225
15/5/5,74132.2025
15/5/6,73419.465
15/5/7,74049.675
15/5/8,74694.89
15/5/11,74274.75
15/5/12,74589.855
15/5/13,74409.795
15/5/14,75857.7775
15/5/15,76225.4
15/5/18,76795.59
15/5/19,77155.71
15/5/20,76570.515
15/5/21,77020.665
15/5/22,77245.74
15/5/26,76285.42
15/5/27,77410.795
15/5/28,77740.905
15/5/29,77965.98
15/6/1,78356.11
15/6/2,77620.865
15/6/3,78206.06
15/6/4,77605.86
15/6/5,78311.095
15/6/8,77320.765
15/6/9,77335.77
15/6/10,79061.345
15/6/11,78761.245
15/6/12,78971.315
15/6/15,78431.135
15/6/16,79473.9825
15/6/17,79886.62
15/6/18,81192.055
15/6/19,80921.965
15/6/22,80876.95
15/6/23,81199.5575
15/6/24,80591.855
15/6/25,81132.035
15/6/26,81957.31
15/6/29,79832.34
15/6/30,79929.242
15/7/1,80339.212
15/7/2,80860.992
15/7/6,80957.894
15/7/7,81062.25
15/7/8,79593.812
15/7/9,80577.74
15/7/10,81352.956
15/7/13,83037.56
15/7/14,83112.1
15/7/15,82500.872
15/7/16,83097.192
15/7/17,83022.652
15/7/20,83797.868
15/7/21,83782.96
15/7/22,84139.298
15/7/23,83946.352
15/7/24,85029.818
15/7/27,84569.716
15/7/28,84807.188
15/7/29,85356.342
15/7/30,86172.652
15/7/31,85979.706
15/8/3,86365.598
15/8/4,87122.54
15/8/5,87582.642
15/8/6,84940.766
15/8/7,84896.24
15/8/10,83515.934
15/8/11,83634.67
15/8/12,83679.196
15/8/13,84376.77
15/8/14,84747.82
15/8/17,85697.708
15/8/18,85831.286
15/8/19,85475.078
15/8/20,82833.202
15/8/21,78425.128
15/8/24,74714.628
15/8/25,75827.778
15/8/26,80087.432
15/8/27,83040.99
15/8/28,82566.046
15/8/31,81200.582
15/9/1,79404.7
15/9/2,82016.892
15/9/3,81170.898
15/9/4,80562.376
15/9/8,81942.682
15/9/9,81170.898
15/9/10,82180.154
15/9/11,83901.826
15/9/14,83545.618
15/9/15,84465.822
15/9/16,84985.292
15/9/17,85014.976
15/9/18,84361.928
15/9/21,85400.868
15/9/22,84777.504
15/9/23,85771.918
15/9/24,86632.754
15/9/25,86068.758
15/9/28,82824.027
15/9/29,82749.772
15/9/30,84413.084
15/10/1,85363.548
15/10/2,86254.608
15/10/5,87680.304
15/10/6,87160.519
15/10/7,87294.178
15/10/8,88304.046
15/10/9,89209.957
15/10/12,89907.954
15/10/13,89343.616
15/10/14,87353.582
15/10/15,88645.619
15/10/16,89002.043
15/10/19,90546.547
15/10/20,90412.888
15/10/21,89893.103
15/10/22,91318.799
15/10/23,92982.111
15/10/26,94199.893
15/10/27,93130.621
15/10/28,94318.701
15/10/29,92818.75
15/10/30,92922.707
15/11/2,92432.624
15/11/3,93264.28
15/11/4,92016.796
15/11/5,92492.028
15/11/6,92013.056
15/11/9,91077.632
15/11/10,92324.864
15/11/11,91864.576
15/11/12,90676.736
15/11/13,88701.952
15/11/16,90097.664
15/11/17,89904.64
15/11/18,91760.64
15/11/19,91255.808
15/11/20,92042.752
15/11/23,93007.872
15/11/24,91998.208
15/11/25,92339.712
15/11/27,92324.864
15/11/30,91151.872
15/12/1,91122.176
15/12/2,90899.456
15/12/3,88419.84
15/12/4,91777.5986
15/12/7,91985.6773
15/12/8,92386.9721
15/12/9,90930.4207
15/12/10,91955.9518
15/12/11,88909.0842
15/12/14,89057.7118
15/12/15,89146.8885
15/12/16,89696.8109
15/12/17,88455.7697
15/12/18,87125.5519
15/12/21,88492.9266
15/12/22,89161.7512
15/12/23,89681.9481
15/12/24,89652.2226
15/12/28,89418.264
15/12/29,90814.728
15/12/30,90354.192
15/12/31,89180.568
16/1/4,86551.056
16/1/5,87130.44
16/1/6,86357.928
16/1/7,84218.664
16/1/8,84129.528
16/1/11,85897.392
16/1/12,88333.776
16/1/13,85971.672
16/1/14,87345.6584
16/1/15,85894.3402
16/1/19,86708.8555
16/1/20,84133.452
16/1/21,87252.243
16/1/22,87459.177
16/1/25,85301.151
16/1/26,86631.441
16/1/27,85182.903
16/1/28,87629.1585
16/1/29,89824.137
16/2/1,90755.34
16/2/2,89713.2795
16/2/3,87991.293
16/2/4,86158.449
16/2/5,80541.669
16/2/8,80024.334
16/2/9,80438.202
16/2/10,81502.434
16/2/11,81177.252
16/2/12,82566.666
16/2/16,83379.621
16/2/17,85182.903
16/2/18,84192.576
16/2/19,85242.027
16/2/22,87015.747
16/2/23,86409.726
16/2/24,85892.391
16/2/25,86838.375
16/2/26,86232.354
16/2/29,86040.201
16/3/1,88745.124
16/3/2,88035.636
16/3/3,87267.024
16/3/4,86764.47
16/3/7,85729.8
16/3/8,85138.56
16/3/9,84355.167
16/3/10,85020.312
16/3/11,85123.779
16/3/14,86690.565
16/3/15,87326.148
16/3/16,88198.227
16/3/17,88020.855
16/3/18,88242.57
16/3/21,87355.71
16/3/22,87769.578
16/3/23,86956.623
16/3/24,86261.916
16/3/28,86346.92
16/3/29,87210.975
16/3/30,87884.645
16/3/31,87430.65
16/4/1,89363.79
16/4/4,88236.125
16/4/5,87928.58
16/4/6,89085.535
16/4/7,89583.465
16/4/8,89393.08
16/4/11,89188.05
16/4/12,87137.75
16/4/13,88177.545
16/4/14,88060.385
16/4/15,88616.895
16/4/18,89173.405
16/4/19,89188.05
16/4/20,89212.41
16/4/21,88831.536
16/4/22,84495.432
16/4/25,84627.273
16/4/26,84554.028
16/4/27,83352.81
16/4/28,82649.658
16/4/29,82371.327
16/5/2,84026.664
16/5/3,82400.625
16/5/4,82605.711
16/5/5,82400.625
16/5/6,82488.519
16/5/9,82971.936
16/5/10,84217.101
16/5/11,82371.327
16/5/12,82473.87
16/5/13,81770.718
16/5/16,81345.897
16/5/17,80393.712
16/5/18,80276.52
16/5/19,79910.295
16/5/20,80012.838
16/5/23,79983.54
16/5/24,81214.056
16/5/25,80789.235
16/5/26,80994.321
16/5/27,80789.235
16/5/31,80408.361
16/6/1,80305.818
16/6/2,80012.838
16/6/3,79998.189
16/6/6,81433.791
16/6/7,81008.97
16/6/8,80891.778
16/6/9,81419.142
16/6/10,80371.7385
16/6/13,80628.096
16/6/14,81404.493
16/6/15,81082.215
16/6/16,81345.897
16/6/17,81023.619
16/6/20,81126.162
16/6/21,81756.069
16/6/22,81463.089
16/6/23,82224.837
16/6/24,80100.732
16/6/27,78731.016
16/6/28,80432.04
16/6/29,83203.536
16/6/30,83760.768
16/7/1,83570.136
16/7/5,83247.528
16/7/6,83218.2
16/7/7,83452.824
16/7/8,82866.264
16/7/11,82587.648
16/7/12,84288.672
16/7/13,82822.272
16/7/14,84449.976
16/7/15,84186.024
16/7/18,83467.488
16/7/19,83232.864
16/7/20,84388.164
16/7/21,84476.16
16/7/22,84916.14
16/7/25,84989.47
16/7/26,85517.446
16/7/27,84842.81
16/7/28,85370.786
16/7/29,85136.13
16/8/1,84520.158
16/8/2,83200.218
16/8/3,82041.604
16/8/4,81278.972
16/8/5,81982.94
16/8/8,81190.976
16/8/9,80956.32
16/8/10,81572.292
16/8/11,81352.302
16/8/12,81352.302
16/8/15,81029.65
16/8/16,81205.642
16/8/17,81836.28
16/8/18,81440.298
16/8/19,80575.004
16/8/22,81909.61
16/8/23,82716.24
16/8/24,83728.194
16/8/25,84021.514
16/8/26,84021.514
16/8/29,83302.88
16/8/30,82716.24
16/8/31,82466.918
16/9/1,82584.246
16/9/2,82393.588
16/9/6,82158.932
16/9/7,82598.912
16/9/8,81102.98
16/9/9,79709.71
16/9/12,80237.686
16/9/13,79167.068
16/9/14,79049.74
16/9/15,79357.726
16/9/16,78815.084
16/9/19,77744.466
16/9/20,78169.78
16/9/21,79167.068
16/9/22,79768.374
16/9/23,79827.038
16/9/26,79255.064
16/9/27,79475.054
16/9/28,79167.068
16/9/29,78389.77
16/9/30,79401.724
16/10/3,78633.32
16/10/4,78180.565
16/10/5,77917.675
16/10/6,77610.97
16/10/7,78078.33
16/10/10,77844.65
16/10/11,77289.66
16/10/12,77640.18
16/10/13,77333.475
16/10/14,77523.34
16/10/17,77055.98
16/10/18,76836.905
16/10/19,77625.575
16/10/20,78268.195
16/10/21,78326.615
16/10/24,79129.89
16/10/25,78385.035
16/10/26,78326.615
16/10/27,78268.195
16/10/28,78180.565
16/10/31,77508.735
16/11/1,76676.25
16/11/2,77377.29
16/11/3,75610.085
16/11/4,77041.375
16/11/7,79582.645
16/11/8,79772.51
16/11/9,79714.09
16/11/10,78238.985
16/11/11,78489.722
16/11/14,78911.788
16/11/15,79450.286
16/11/16,80687.376
16/11/17,81284.09
16/11/18,81167.658
16/11/21,81647.94
16/11/22,83132.448
16/11/23,83816.486
16/11/25,83583.622
16/11/28,83816.486
16/11/29,84660.618
16/11/30,84369.538
16/12/1,85155.454
16/12/2,83263.434
16/12/5,83685.5
16/12/6,83598.176
16/12/7,85519.304
16/12/8,85359.21
16/12/9,85504.75
16/12/12,85533.858
16/12/13,86319.774
16/12/14,85504.75
16/12/15,83991.134
16/12/16,83918.364
16/12/19,84002.3915
16/12/20,84075.247
16/12/21,83696.3984
16/12/22,83215.5521
16/12/23,83069.8411
16/12/27,82851.2746
16/12/28,82108.1485
16/12/29,82064.4352
16/12/30,80898.7472
17/1/3,80656.02
17/1/4,81588.628
17/1/5,82273.512
17/1/6,83249.836
17/1/9,84809.04
17/1/10,84342.736
17/1/11,84663.32
17/1/12,84567.5078
17/1/13,84305.1926
17/1/17,84523.7886
17/1/18,85179.5766
17/1/19,84363.4849
17/1/20,84028.3043
17/1/23,84174.035
17/1/24,85165.0035
17/1/25,85549.38
17/1/26,85199.604
17/1/27,81789.288
17/1/30,81468.66
17/1/31,80477.628
17/2/1,78553.86
17/2/2,78510.138
17/2/3,80244.444
17/2/6,81220.902
17/2/7,80506.776
17/2/8,80477.628
17/2/9,81337.494
17/2/10,81935.028
17/2/13,81774.714
17/2/14,82459.692
17/2/15,82867.764
17/2/16,82678.302
17/2/17,83581.89
17/2/21,83858.796
17/2/22,83902.518
17/2/23,84004.536
17/2/24,83771.352
17/2/27,82751.172
17/2/28,82882.338
17/3/1,83275.836
17/3/2,83246.688
17/3/3,83217.54
17/3/6,82605.432
17/3/7,81905.88
17/3/8,81235.476
17/3/9,80433.906
17/3/10,79472.022
17/3/13,79617.762
17/3/14,79093.098
17/3/15,79486.596
17/3/16,79865.52
17/3/17,81293.772
17/3/20,81337.494
17/3/21,80943.996
17/3/22,81454.086
17/3/23,81395.79
17/3/24,82794.894
17/3/27,83407.002
17/3/28,83581.89
17/3/29,83858.796
17/3/30,84762.384
17/3/31,85097.586
17/4/3,84603.588
17/4/4,84429.864
17/4/5,84285.094
17/4/6,83850.784
17/4/7,83995.554
17/4/10,83894.215
17/4/11,83792.876
17/4/12,83358.566
17/4/13,83257.227
17/4/17,84082.416
17/4/18,84473.295
17/4/19,85472.208
17/4/20,86977.816
17/4/21,87745.097
17/4/24,88468.947
17/4/25,88251.792
17/4/26,89145.036
17/4/27,88768.53
17/4/28,86972.886
17/5/1,87146.658
17/5/2,87610.05
17/5/3,87740.379
17/5/4,88087.923
17/5/5,88261.695
17/5/8,88247.214
17/5/9,88305.138
17/5/10,87841.746
17/5/11,87276.987
17/5/12,86784.633
17/5/15,87537.645
17/5/16,86857.038
17/5/17,86495.013
17/5/18,86625.342
17/5/19,88855.416
17/5/22,88667.163
17/5/23,88551.315
17/5/24,89622.909
17/5/25,91085.49
17/5/26,91664.73
17/5/30,91606.806
17/5/31,92113.641
17/6/1,92316.375
17/6/2,93503.817
17/6/5,93069.387
17/6/6,92910.096
17/6/7,91954.35
17/6/8,90129.744
17/6/9,90057.339
17/6/12,88594.758
