date,mkt_cap
14/7/1,73518.972
14/7/2,73554.2308
14/7/3,74686.9192
14/7/7,73946.4847
14/7/8,72681.5759
14/7/9,72575.7995
14/7/10,72024.881
14/7/11,72633.095
14/7/14,73602.7116
14/7/15,74559.1061
14/7/16,75132.0614
14/7/17,74986.6189
14/7/18,75572.7962
14/7/21,75682.9799
14/7/22,77137.4047
14/7/23,77930.7273
14/7/24,77683.9158
14/7/25,77277.7145
14/7/28,77520.0334
14/7/29,77339.3956
14/7/30,77436.3232
14/7/31,76163.0473
14/8/1,75008.728
14/8/4,75643.163
14/8/5,74643.0467
14/8/6,74784.0322
14/8/7,74502.0611
14/8/8,75894.2936
14/8/11,75982.4096
14/8/12,75925.1342
14/8/13,75942.7574
14/8/14,76101.3661
14/8/15,75735.6848
14/8/18,76903.2215
14/8/19,76643.2794
14/8/20,76674.12
14/8/21,77167.5695
14/8/22,77308.5551
14/8/25,78365.9468
14/8/26,78379.1642
14/8/27,78339.512
14/8/28,78269.0192
14/8/29,78912.2659
14/9/2,79203.0486
14/9/3,79128.15
14/9/4,79339.6284
14/9/5,79194.237
14/9/8,79352.8458
14/9/9,78158.8743
14/9/10,79247.1066
14/9/11,79744.9619
14/9/12,80701.0203
14/9/15,81057.89
14/9/16,81084.3248
14/9/17,81427.9771
14/9/18,82780.5574
14/9/19,82035.9774
14/9/22,81635.0497
14/9/23,81546.9337
14/9/24,82745.311
14/9/25,81106.3538
14/9/26,81560.1511
14/9/29,80991.803
14/9/30,79987.7087
14/10/1,78737.1519
14/10/2,79687.0522
14/10/3,81948.5122
14/10/6,81691.4291
14/10/7,80087.9276
14/10/8,81325.4124
14/10/9,78985.5203
14/10/10,78597.717
14/10/13,77896.1851
14/10/14,77865.6837
14/10/15,77229.5119
14/10/16,75198.991
14/10/17,77052.3544
14/10/20,77457.4117
14/10/21,78476.5882
14/10/22,77017.5108
14/10/23,78424.3227
14/10/24,79857.2674
14/10/27,80101.1729
14/10/28,81150.8376
14/10/29,81046.3066
14/10/30,81433.9421
14/10/31,82749.2895
14/11/3,83115.1478
14/11/4,82871.2423
14/11/5,82683.9577
14/11/6,83189.1905
14/11/7,83062.8823
14/11/10,83537.6269
14/11/11,83572.4705
14/11/12,82832.0432
14/11/13,82858.1759
14/11/14,82744.9341
14/11/17,82723.1568
14/11/18,82596.8486
14/11/19,82400.8531
14/11/20,82644.7586
14/11/21,82575.0713
14/11/24,82784.1332
14/11/25,82257.1231
14/11/26,82109.0377
14/11/28,82061.1277
14/12/1,81969.6631
14/12/2,82836.3986
14/12/3,83167.4132
14/12/4,83602.9587
14/12/5,85127.368
14/12/8,85636.9562
14/12/9,85754.5535
14/12/10,83624.736
14/12/11,84295.4761
14/12/12,82239.7013
14/12/15,80811.1121
14/12/16,79839.8456
14/12/17,80588.9839
14/12/18,83454.8733
14/12/19,84182.2342
14/12/22,84687.467
14/12/23,85149.1452
14/12/24,85319.008
14/12/26,85127.368
14/12/29,85449.6716
14/12/30,85240.6098
14/12/31,83397.1214
15/1/2,83646.6716
15/1/5,81034.9989
15/1/6,79395.7117
15/1/7,80578.9242
15/1/8,81865.399
15/1/9,80609.0424
15/1/12,79628.0516
15/1/13,79567.8154
15/1/14,77545.5976
15/1/15,76796.9468
15/1/16,76254.8203
15/1/20,75566.4057
15/1/21,76220.3996
15/1/22,78324.3666
15/1/23,77657.465
15/1/26,77627.3468
15/1/27,75936.4286
15/1/28,74456.3373
15/1/29,75721.299
15/1/30,74180.9714
15/2/2,75506.1695
15/2/3,77549.9002
15/2/4,76921.7219
15/2/5,77777.9375
15/2/6,79905.9967
15/2/9,79378.8951
15/2/10,80398.2487
15/2/11,81744.3182
15/2/12,82672.1913
15/2/13,82332.4068
15/2/17,82776.7404
15/2/18,82188.6518
15/2/19,82380.3251
15/2/20,83425.816
15/2/23,82903.0706
15/2/24,83735.1071
15/2/25,83517.2965
15/2/26,83726.3946
15/2/27,82676.5475
15/3/2,83547.7899
15/3/3,83321.2669
15/3/4,82624.273
15/3/5,82802.8777
15/3/6,81421.9585
15/3/9,81866.2921
15/3/10,79592.3495
15/3/11,80232.7126
15/3/12,82746.2469
15/3/13,82480.518
15/3/16,83595.7083
15/3/17,83016.3321
15/3/18,83778.6692
15/3/19,82754.9594
15/3/20,84131.5224
15/3/23,83002.2563
15/3/24,82708.2287
15/3/25,81008.9222
15/3/26,80961.3589
15/3/27,81315.9216
15/3/30,82595.8064
15/3/31,81220.5212
15/4/1,83061.2374
15/4/2,82767.4142
15/4/6,82983.4606
15/4/7,83130.3723
15/4/8,83203.8281
15/4/9,84210.6048
15/4/10,84534.6745
15/4/13,84508.7489
15/4/14,85433.428
15/4/15,86893.9023
15/4/16,86509.3395
15/4/17,85258.3379
15/4/20,85582.3498
15/4/21,85038.0098
15/4/22,85677.3933
15/4/23,86105.089
15/4/24,85534.828
15/4/27,84899.7647
15/4/28,85318.8201
15/4/29,85781.0771
15/4/30,84856.5631
15/5/1,85336.1007
15/5/4,86100.7689
15/5/5,85232.4169
15/5/6,84783.1204
15/5/7,85275.6185
15/5/8,86619.188
15/5/11,87150.5675
15/5/12,86632.1484
15/5/13,87020.9627
15/5/14,87535.0617
15/5/15,87686.2672
15/5/18,88416.3741
15/5/19,88736.0659
15/5/20,88597.8208
15/5/21,88541.6587
15/5/22,89772.904
15/5/26,89159.4414
15/5/27,90317.2441
15/5/28,90066.6748
15/5/29,89077.3584
15/6/1,89777.2242
15/6/2,89181.0422
15/6/3,89984.5918
15/6/4,90235.161
15/6/5,90917.7462
15/6/8,90632.6157
15/6/9,90299.9634
15/6/10,92075.5488
15/6/11,92425.4816
15/6/12,92045.3077
15/6/15,91483.687
15/6/16,92261.3156
15/6/17,91989.1456
15/6/18,92710.6121
15/6/19,92101.4697
15/6/22,93535.7625
15/6/23,94352.2726
15/6/24,92637.1694
15/6/25,91941.6238
15/6/26,92092.8294
15/6/29,89708.1016
15/6/30,90357.6307
15/7/1,90855.3139
15/7/2,90535.0656
15/7/6,90033.0547
15/7/7,90106.6253
15/7/8,88310.6381
15/7/9,88635.2141
15/7/10,89665.2019
15/7/13,90933.2122
15/7/14,91816.0589
15/7/15,92162.2733
15/7/16,91391.9462
15/7/17,91967.7727
15/7/20,91937.4717
15/7/21,91552.2165
15/7/22,92309.7408
15/7/23,91357.4246
15/7/24,89755.8018
15/7/27,88747.2124
15/7/28,89275.315
15/7/29,89535.0376
15/7/30,89690.8712
15/7/31,88768.856
15/8/3,88604.365
15/8/4,88812.1431
15/8/5,89041.5647
15/8/6,88777.5134
15/8/7,88063.2762
15/8/10,89158.4399
15/8/11,87310.0807
15/8/12,87063.3442
15/8/13,86894.5245
15/8/14,87448.5994
15/8/17,87686.6785
15/8/18,87084.9878
15/8/19,86985.4274
15/8/20,85167.3692
15/8/21,81267.2015
15/8/24,77683.0297
15/8/25,77146.2696
15/8/26,79821.4124
15/8/27,81903.5219
15/8/28,81271.5302
15/8/31,81639.4706
15/9/1,78834.4665
15/9/2,79869.0282
15/9/3,80107.1073
15/9/4,78081.271
15/9/8,80462.0615
15/9/9,80375.4873
15/9/10,80475.0476
15/9/11,80198.0102
15/9/14,79622.2917
15/9/15,81141.669
15/9/16,81656.7854
15/9/17,80708.798
15/9/18,78323.6787
15/9/21,79366.8978
15/9/22,77795.5761
15/9/23,77661.3861
15/9/24,76579.2086
15/9/25,77843.1919
15/9/28,74895.3404
15/9/29,74393.2101
15/9/30,74352.6512
15/10/1,75319.7149
15/10/2,75743.3401
15/10/5,77322.307
15/10/6,77159.7034
15/10/7,77977.0006
15/10/8,77480.6316
15/10/9,76676.1715
15/10/12,77121.192
15/10/13,77437.8412
15/10/14,76813.1009
15/10/15,79145.1793
15/10/16,78985.9735
15/10/19,79224.8338
15/10/20,79126.7305
15/10/21,76648.5551
15/10/22,78294.9849
15/10/23,79122.4651
15/10/26,79766.5348
15/10/27,79467.9594
15/10/28,81604.9058
15/10/29,80994.959
15/10/30,79975.5375
15/11/2,80905.3864
15/11/3,81336.188
15/11/4,81745.6627
15/11/5,81903.4811
15/11/6,84953.215
15/11/9,83925.2627
15/11/10,84373.1257
15/11/11,84193.9805
15/11/12,82223.3833
15/11/13,81208.2271
15/11/16,81963.1962
15/11/17,81285.0036
15/11/18,82603.0005
15/11/19,82334.2827
15/11/20,81668.8862
15/11/23,80696.3837
15/11/24,80474.5849
15/11/25,80679.3222
15/11/27,81242.35
15/11/30,81050.4087
15/12/1,82351.3441
15/12/2,81152.7774
15/12/3,78994.5042
15/12/4,81037.6126
15/12/7,79118.1997
15/12/8,78022.0017
15/12/9,77079.3567
15/12/10,77676.5074
15/12/11,75309.2315
15/12/14,75240.9857
15/12/15,77633.8538
15/12/16,79425.3058
15/12/17,77889.7755
15/12/18,74852.8377
15/12/21,75816.8096
15/12/22,76797.8428
15/12/23,78034.7978
15/12/24,77830.0604
15/12/28,77467.5046
15/12/29,78282.1888
15/12/30,77633.8538
15/12/31,75603.0066
16/1/4,74306.8112
16/1/5,73027.3951
16/1/6,71244.6021
16/1/7,69054.9128
16/1/8,68769.666
16/1/11,69520.5364
16/1/12,69512.1468
16/1/13,66693.2365
16/1/14,67699.9902
16/1/15,65275.3917
16/1/19,65782.9634
16/1/20,64495.1576
16/1/21,63614.2482
16/1/22,65799.7426
16/1/25,63391.9234
16/1/26,64788.7941
16/1/27,64482.5732
16/1/28,65883.6387
16/1/29,67771.3019
16/2/1,66970.0938
16/2/2,63635.2222
16/2/3,64046.3133
16/2/4,65644.5347
16/2/5,66085.0263
16/2/8,63035.6629
16/2/9,62613.3134
16/2/10,62182.5169
16/2/11,59420.3512
16/2/12,61717.9324
16/2/16,62938.5225
16/2/17,63749.4335
16/2/18,62393.6916
16/2/19,62047.365
16/2/22,62841.3821
16/2/23,61202.666
16/2/24,61477.1932
16/2/25,62613.3134
16/2/26,63458.0124
16/2/29,63153.9207
16/3/1,65316.3502
16/3/2,65126.2929
16/3/3,65603.5478
16/3/4,66241.2956
16/3/7,65611.9948
16/3/8,64028.1842
16/3/9,63314.4135
16/3/10,63783.2215
16/3/11,65016.482
16/3/14,64826.4248
16/3/15,64209.7945
16/3/16,63580.4937
16/3/17,64581.462
16/3/18,66562.2812
16/3/21,65447.6878
16/3/22,64572.4836
16/3/23,64522.2326
16/3/24,64069.974
16/3/28,64421.7307
16/3/29,64920.0527
16/3/30,65535.627
16/3/31,65550.484
16/4/1,66736.389
16/4/4,65880.366
16/4/5,64869.8413
16/4/6,64803.0297
16/4/7,62807.0346
16/4/8,62752.7502
16/4/11,63554.4888
16/4/12,64435.5662
16/4/13,66748.9162
16/4/14,67191.5427
16/4/15,66193.5451
16/4/18,66402.3312
16/4/19,67918.1183
16/4/20,69726.206
16/4/21,69033.0361
16/4/22,69266.9495
16/4/25,68577.3955
16/4/26,68888.941
16/4/27,69337.5665
16/4/28,68245.0803
16/4/29,68170.3093
16/5/2,69030.1749
16/5/3,67767.3772
16/5/4,66492.1176
16/5/5,66267.8048
16/5/6,65985.3369
16/5/9,65428.7089
16/5/10,67052.8995
16/5/11,66222.1115
16/5/12,65661.3296
16/5/13,64527.304
16/5/16,64543.9197
16/5/17,64240.6821
16/5/18,66438.1164
16/5/19,64261.4518
16/5/20,64182.5269
16/5/23,64572.9973
16/5/24,65461.9405
16/5/25,66982.2825
16/5/26,66139.0327
16/5/27,66267.8048
16/5/31,66247.0351
16/6/1,66450.5782
16/6/2,66163.9563
16/6/3,64664.384
16/6/6,65241.7816
16/6/7,64456.687
16/6/8,64236.5282
16/6/9,63625.899
16/6/10,62263.4067
16/6/13,61740.0102
16/6/14,60726.4489
16/6/15,60713.987
16/6/16,60909.2222
16/6/17,60497.9822
16/6/20,61374.4635
16/6/21,61623.6999
16/6/22,61536.4672
16/6/23,63414.048
16/6/24,58927.7928
16/6/27,57951.6169
16/6/28,59156.2595
16/6/29,60439.827
16/6/30,60411.3799
16/7/1,60277.2047
16/7/5,58732.1566
16/7/6,59191.6051
16/7/7,59768.9652
16/7/8,61143.2448
16/7/11,61879.1756
16/7/12,63802.3539
16/7/13,64208.9455
16/7/14,66087.3987
16/7/15,65721.4662
16/7/18,66408.606
16/7/19,65627.9502
16/7/20,65774.3231
16/7/21,65074.9856
16/7/22,65040.0953
16/7/25,65080.6414
16/7/26,65344.1915
16/7/27,65275.263
16/7/28,65088.7506
16/7/29,64391.3567
16/8/1,64135.9159
16/8/2,63276.3373
16/8/3,64200.7897
16/8/4,64083.2059
16/8/5,65721.2707
16/8/8,66021.3123
16/8/9,66268.6439
16/8/10,65761.8169
16/8/11,66438.9378
16/8/12,66191.6062
16/8/15,67124.1679
16/8/16,67164.714
16/8/17,67172.8233
16/8/18,67330.9533
16/8/19,67399.8818
16/8/22,67412.0456
16/8/23,67339.0625
16/8/24,67022.8025
16/8/25,67266.0794
16/8/26,67294.4618
16/8/29,67659.3772
16/8/30,68673.0312
16/8/31,68709.5227
16/9/1,68324.3342
16/9/2,68595.9935
16/9/6,68656.8127
16/9/7,68794.6697
16/9/8,69601.5383
16/9/9,68348.6619
16/9/12,69358.2613
16/9/13,67712.0872
16/9/14,67371.4995
16/9/15,68149.9857
16/9/16,67306.6256
16/9/19,67391.7725
16/9/20,67497.1926
16/9/21,67724.251
16/9/22,68125.658
16/9/23,66953.874
16/9/26,65473.9392
16/9/27,66045.64
16/9/28,66272.6985
16/9/29,64448.1213
16/9/30,64380.9031
16/10/3,64301.0607
16/10/4,64780.115
16/10/5,66428.8602
16/10/6,66728.2691
16/10/7,67798.157
16/10/10,68281.2034
16/10/11,67482.7796
16/10/12,67586.5747
16/10/13,66836.0563
16/10/14,68073.6132
16/10/17,67466.8111
16/10/18,68915.9503
16/10/19,69666.4687
16/10/20,69666.4687
16/10/21,69457.3858
16/10/24,69636.3279
16/10/25,69807.3171
16/10/26,70411.7438
16/10/27,70682.1453
16/10/28,70439.5793
16/10/31,70876.9934
16/11/1,70805.4166
16/11/2,70216.8957
16/11/3,70069.7655
16/11/4,69954.4473
16/11/7,72165.3768
16/11/8,72340.3425
16/11/9,76599.1654
16/11/10,79875.7948
16/11/11,81096.5778
16/11/14,83180.2597
16/11/15,83979.5345
16/11/16,82019.124
16/11/17,83359.2018
16/11/18,83645.5092
16/11/21,83935.7931
16/11/22,83947.7226
16/11/23,84424.9017
16/11/25,84055.0879
16/11/28,83645.5092
16/11/29,84202.2181
16/11/30,87200.4931
16/12/1,90119.2382
16/12/2,88818.9253
16/12/5,90882.7247
16/12/6,92008.0719
16/12/7,93670.2456
16/12/8,96012.3993
16/12/9,96171.459
16/12/12,94310.4608
16/12/13,94859.2167
16/12/14,95407.9726
16/12/15,96628.7556
16/12/16,94998.3939
16/12/19,95065.9942
16/12/20,96664.544
16/12/21,96008.4228
16/12/22,95483.5259
16/12/23,95821.5277
16/12/27,96056.1408
16/12/28,95694.28
16/12/29,94712.0865
16/12/30,95217.1009
17/1/3,94854.6829
17/1/4,95467.2313
17/1/5,94756.5181
17/1/6,96162.2381
17/1/9,95372.9931
17/1/10,95247.3421
17/1/11,96499.925
17/1/12,95746.0193
17/1/13,95926.6426
17/1/17,92565.4798
17/1/18,91996.124
17/1/19,90865.2655
17/1/20,91175.4662
17/1/23,91360.0161
17/1/24,91756.6019
17/1/25,93158.3952
17/1/26,94073.2911
17/1/27,93040.5974
17/1/30,91842.9869
17/1/31,90044.6077
17/2/1,90574.6977
17/2/2,90472.6063
17/2/3,94611.2342
17/2/6,94230.3548
17/2/7,94088.9975
17/2/8,93346.8716
17/2/9,94846.8298
17/2/10,96694.2596
17/2/13,98108.5008
17/2/14,99379.326
17/2/15,99809.574
17/2/16,99371.3584
17/2/17,99745.8336
17/2/21,100295.5949
17/2/22,100283.6436
17/2/23,100068.5196
17/2/24,98538.7488
17/2/27,99187.8123
17/2/28,98682.5842
17/3/1,100532.4352
17/3/2,99876.0364
17/3/3,100604.0423
17/3/6,100253.963
17/3/7,99812.3857
17/3/8,99549.8262
17/3/9,99525.9571
17/3/10,98809.8858
17/3/13,98722.366
17/3/14,98547.3263
17/3/15,98173.378
17/3/16,98746.235
17/3/17,97043.5766
17/3/20,96327.5052
17/3/21,92691.4542
17/3/22,91923.6666
17/3/23,92253.8551
17/3/24,90865.4723
17/3/27,89699.8674
17/3/28,91231.4643
17/3/29,90881.385
17/3/30,91983.3392
17/3/31,90697.7288
17/4/3,90397.6667
17/4/4,90516.1122
17/4/5,89884.4025
17/4/6,90271.3247
17/4/7,89971.2626
17/4/10,90370.0294
17/4/11,89915.988
17/4/12,89130.299
17/4/13,88170.8898
17/4/17,89331.6564
17/4/18,85118.942
17/4/19,84526.7141
17/4/20,86094.1439
17/4/21,85362.7753
17/4/24,87866.2672
17/4/25,89208.5482
17/4/26,89039.287
17/4/27,88885.7709
17/4/28,88094.573
17/5/1,88507.8854
17/5/2,88614.1657
17/5/3,89082.5863
17/5/4,89192.803
17/5/5,89303.0196
17/5/8,88578.7389
17/5/9,88078.8278
17/5/10,88519.6943
17/5/11,88472.4586
17/5/12,87708.8149
17/5/15,88614.1657
17/5/16,88803.1085
17/5/17,84126.7746
17/5/18,84693.6029
17/5/19,84784.138
17/5/22,85032.1254
17/5/23,86457.0689
17/5/24,88106.382
17/5/25,87571.0441
17/5/26,87988.2927
17/5/30,85976.8393
17/5/31,83158.4428
17/6/1,84634.5583
17/6/2,83965.3859
17/6/5,84233.0549
17/6/6,84445.6155
17/6/7,84937.654
17/6/8,86110.6738
17/6/9,87559.2352
17/6/12,86638.1391
