'2009-02-24',40.23
'2009-02-25',40.07
'2009-02-26',40.68
'2009-02-27',41.63
'2009-03-02',37.88
'2009-03-03',38.7
'2009-03-04',38.79
'2009-03-05',40.44
'2009-03-06',38.9
'2009-03-09',37.79
'2009-03-10',35.03
'2009-03-11',36.66
'2009-03-12',37.56
'2009-03-13',38.54
'2009-03-16',37.47
'2009-03-17',36.61
'2009-03-18',40.14
'2009-03-19',42.9
'2009-03-20',44.19
'2009-03-23',44.67
'2009-03-24',43.86
'2009-03-25',45.86
'2009-03-26',46.9
'2009-03-27',45.65
'2009-03-30',45.3
'2009-03-31',44.76
'2009-04-01',47.4
'2009-04-02',46.24
'2009-04-03',43.89
'2009-04-06',42.8
'2009-04-07',42.62
'2009-04-08',41.9
'2009-04-09',41.78
'2009-04-13',42.08
'2009-04-14',41.85
'2009-04-15',42.3
'2009-04-16',39.8
'2009-04-17',38.14
'2009-04-20',39.06
'2009-04-21',38.87
'2009-04-22',38.37
'2009-04-23',38.73
'2009-04-24',41.29
'2009-04-27',41.68
'2009-04-28',40.02
'2009-04-29',40.71
'2009-04-30',40.24
'2009-05-01',38.73
'2009-05-04',40.95
'2009-05-05',41.14
'2009-05-06',42.67
'2009-05-07',42.75
'2009-05-08',43.78
'2009-05-11',42.71
'2009-05-12',44.32
'2009-05-13',42.96
'2009-05-14',43.67
'2009-05-15',42.64
'2009-05-18',42.39
'2009-05-19',43.57
'2009-05-20',45.55
'2009-05-21',46.62
'2009-05-22',47.04
'2009-05-26',47.19
'2009-05-27',45.87
'2009-05-28',47.35
'2009-05-29',48.87
'2009-06-01',47.99
'2009-06-02',48.52
'2009-06-03',46.42
'2009-06-04',47.44
'2009-06-05',44.84
'2009-06-08',44.66
'2009-06-09',44.89
'2009-06-10',44.45
'2009-06-11',44.11
'2009-06-12',42.71
'2009-06-15',41.58
'2009-06-16',41.88
'2009-06-17',41.98
'2009-06-18',41.41
'2009-06-19',41.88
'2009-06-22',39.87
'2009-06-23',41.32
'2009-06-24',42.02
'2009-06-25',43.08
'2009-06-26',42.5
'2009-06-29',42.33
'2009-06-30',40.87
'2009-07-01',42.18
'2009-07-02',40.26
'2009-07-06',39.46
'2009-07-07',39.37
'2009-07-08',37.95
'2009-07-09',38.04
'2009-07-10',37.89
'2009-07-13',38.45
